work_year,salary_in_usd,employment_type,industry,job_title,season,company_location,skills,quarter,posting_date,experience_level,skill_count
2023,106020,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/18/2023,Senior Level,4
2023,376080,Full-time,General,Data Architect,Spring,United States,"Communication, Python, SQL",2,5/18/2023,Executive,3
2023,213120,Full-time,General,Data Architect,Summer,United States,"Communication, Python, SQL",3,8/1/2023,Executive,3
2023,153600,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/16/2023,Senior Level,4
2023,100500,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/11/2023,Senior Level,4
2023,206500,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/9/2023,Executive,4
2023,121600,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/16/2023,Senior Level,4
2023,260000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,10/21/2023,Executive,4
2023,225000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/1/2023,Executive,4
2023,194500,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/21/2023,Senior Level,4
2023,115500,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/17/2023,Senior Level,4
2023,170000,Full-time,General,Cloud Database Engineer,Summer,United States,"Communication, Python, SQL",3,7/25/2023,Senior Level,3
2023,90000,Full-time,Technology,Applied Machine Learning Scientist,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,8/18/2023,Mid Level,4
2023,95000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/9/2023,Mid Level,4
2023,70000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/15/2023,Mid Level,4
2023,275000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/12/2023,Executive,4
2023,160000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/25/2023,Senior Level,4
2023,115934,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/6/2023,Senior Level,4
2023,81666,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/26/2023,Mid Level,4
2023,175000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/23/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/22/2023,Senior Level,4
2023,150000,Full-time,Technology,Machine Learning Engineer,Autumn,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",4,10/20/2023,Senior Level,4
2023,120000,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,7/18/2023,Senior Level,4
2023,200000,Full-time,General,Research Engineer,Winter,United States,"Communication, Python, SQL",1,1/2/2023,Senior Level,3
2023,175000,Full-time,General,Research Engineer,Winter,United States,"Communication, Python, SQL",4,12/9/2023,Senior Level,3
2023,206000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/9/2023,Executive,4
2023,130000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/21/2023,Senior Level,4
2023,138000,Full-time,General,Data Architect,Winter,United Kingdom,"Communication, Python, SQL",4,12/11/2023,Senior Level,3
2023,92000,Full-time,General,Data Architect,Summer,United Kingdom,"Communication, Python, SQL",3,7/19/2023,Mid Level,3
2023,65000,Full-time,General,Data Manager,Summer,others,"communication, Python, SQL",3,8/28/2023,Mid Level,3
2023,48000,Full-time,General,Data Manager,Summer,others,"communication, Python, SQL",3,7/6/2023,Entry Level,3
2023,110000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/21/2023,Senior Level,4
2023,75000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/13/2023,Mid Level,4
2023,130000,Full-time,General,Analytics Engineer,Autumn,United States,"Communication, Python, SQL",4,10/9/2023,Senior Level,3
2023,87000,Full-time,General,Analytics Engineer,Summer,United States,"Communication, Python, SQL",2,6/28/2023,Mid Level,3
2023,160000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/18/2023,Senior Level,4
2023,112000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/23/2023,Senior Level,4
2023,162500,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/12/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/18/2023,Senior Level,4
2023,299500,Full-time,General,Data Science Manager,Summer,United States,"Communication, Python, SQL",3,8/23/2023,Executive,3
2023,245100,Full-time,General,Data Science Manager,Winter,United States,"Communication, Python, SQL",1,2/25/2023,Executive,3
2023,145000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,5/25/2023,Senior Level,4
2023,100000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/17/2023,Mid Level,4
2023,147100,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/10/2023,Senior Level,4
2023,90700,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/18/2023,Mid Level,4
2023,115100,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/15/2023,Senior Level,4
2023,73900,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/10/2023,Mid Level,4
2023,168400,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/4/2023,Senior Level,4
2023,105200,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/7/2023,Senior Level,4
2023,210000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/17/2023,Executive,4
2023,160000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",2,6/18/2023,Senior Level,4
2023,145000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/11/2023,Senior Level,4
2023,100000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,11/25/2023,Mid Level,4
2023,222200,Full-time,General,Applied Scientist,Winter,United States,"Communication, Python, SQL",4,12/21/2023,Executive,3
2023,136000,Full-time,General,Applied Scientist,Summer,United States,"Communication, Python, SQL",2,6/10/2023,Senior Level,3
2023,100000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/12/2023,Mid Level,4
2023,85000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/18/2023,Mid Level,4
2023,70000,Full-time,Technology,Data Engineer,Winter,United Kingdom,"ETL, Python, SQL, Spark",4,12/8/2023,Mid Level,4
2023,47500,Full-time,Technology,Data Engineer,Spring,United Kingdom,"ETL, Python, SQL, Spark",2,4/15/2023,Entry Level,4
2023,200000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",2,6/4/2023,Senior Level,4
2023,145000,Full-time,Technology,Data Scientist,Winter,United States,"Machine Learning, Python, SQL, Statistics",4,12/26/2023,Senior Level,4
2023,140000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/9/2023,Senior Level,4
2023,95000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/15/2023,Mid Level,4
2023,185000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,2/28/2023,Senior Level,4
2023,120250,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/12/2023,Senior Level,4
2023,130000,Full-time,Finance,Financial Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/12/2023,Senior Level,4
2023,205000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,5/7/2023,Executive,4
2023,140000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/27/2023,Senior Level,4
2023,297300,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",2,6/22/2023,Executive,4
2023,198200,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,4/24/2023,Senior Level,4
2023,141288,Full-time,Healthcare,Research Scientist,Spring,United States,"Data Analysis, Python, R, Statistics",2,4/1/2023,Senior Level,4
2023,94192,Full-time,Healthcare,Research Scientist,Spring,United States,"Data Analysis, Python, R, Statistics",1,3/15/2023,Mid Level,4
2023,184000,Full-time,General,Data Infrastructure Engineer,Autumn,United States,"Communication, Python, SQL",4,11/2/2023,Senior Level,3
2023,143000,Full-time,General,Data Infrastructure Engineer,Winter,United States,"Communication, Python, SQL",1,2/10/2023,Senior Level,3
2023,70000,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/1/2023,Mid Level,4
2023,55000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/11/2023,Mid Level,4
2023,275300,Full-time,General,Analytics Engineer,Spring,United States,"Communication, Python, SQL",2,5/15/2023,Executive,3
2023,183500,Full-time,General,Analytics Engineer,Spring,United States,"Communication, Python, SQL",1,3/21/2023,Senior Level,3
2023,75000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/14/2023,Mid Level,4
2023,65000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/24/2023,Mid Level,4
2023,160000,Full-time,General,ML Engineer,Spring,United States,"Communication, Python, SQL",1,3/14/2023,Senior Level,3
2023,147000,Full-time,General,ML Engineer,Winter,United States,"Communication, Python, SQL",1,2/21/2023,Senior Level,3
2023,149040,Full-time,General,Data Architect,Spring,United States,"Communication, Python, SQL",2,4/15/2023,Senior Level,3
2023,113900,Full-time,General,Data Architect,Spring,United States,"Communication, Python, SQL",2,4/20/2023,Senior Level,3
2023,100000,Full-time,Technology,Software Data Engineer,Winter,others,"ETL, Python, SQL, Spark",1,2/9/2023,Mid Level,4
2023,180180,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/18/2023,Senior Level,4
2023,106020,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",1,1/21/2023,Senior Level,4
2023,1400000,Full-time,Technology,Data Scientist,Winter,India,"Machine Learning, Python, SQL, Statistics",4,12/5/2023,Executive,4
2023,70000,Full-time,Technology,AI Programmer,Autumn,others,"Deep Learning, NLP, Neural Networks, Python",4,11/6/2023,Mid Level,4
2023,80000,Full-time,Technology,AI Developer,Autumn,others,"Deep Learning, NLP, Neural Networks, Python",4,10/8/2023,Mid Level,4
2023,1500000,Full-time,Finance,Lead Data Analyst,Spring,India,"Excel, Power BI, SQL, Tableau",1,3/18/2023,Executive,4
2023,250000,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,6/25/2023,Executive,4
2023,150000,Full-time,Technology,Machine Learning Engineer,Winter,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",4,12/19/2023,Senior Level,4
2023,139500,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/19/2023,Senior Level,4
2023,109400,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/24/2023,Senior Level,4
2023,105000,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/1/2023,Senior Level,4
2023,70000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/28/2023,Mid Level,4
2023,210914,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/25/2023,Executive,4
2023,116704,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/2/2023,Senior Level,4
2023,150000,Full-time,Healthcare,Research Scientist,Winter,United States,"Data Analysis, Python, R, Statistics",4,12/9/2023,Senior Level,4
2023,100000,Full-time,Healthcare,Research Scientist,Summer,United States,"Data Analysis, Python, R, Statistics",3,8/16/2023,Mid Level,4
2023,146000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/17/2023,Senior Level,4
2023,75000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/15/2023,Mid Level,4
2023,75000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/5/2023,Mid Level,4
2023,60000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/20/2023,Mid Level,4
2023,185700,Full-time,General,Analytics Engineer,Autumn,United States,"Communication, Python, SQL",3,9/28/2023,Senior Level,3
2023,165000,Full-time,General,Analytics Engineer,Summer,United States,"Communication, Python, SQL",3,7/20/2023,Senior Level,3
2023,160000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/25/2023,Senior Level,4
2023,130000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,4/19/2023,Senior Level,4
2023,169000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",2,6/16/2023,Senior Level,4
2023,110600,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/16/2023,Senior Level,4
2023,193000,Full-time,General,Data Operations Engineer,Autumn,United States,"Communication, Python, SQL",3,9/16/2023,Senior Level,3
2023,136850,Full-time,General,Data Operations Engineer,Autumn,United States,"Communication, Python, SQL",4,10/18/2023,Senior Level,3
2023,139500,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,7/27/2023,Senior Level,4
2023,109400,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,5/24/2023,Senior Level,4
2023,276000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/10/2023,Executive,4
2023,178500,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/23/2023,Senior Level,4
2023,55000,Full-time,Technology,Data Scientist,Autumn,Spain,"Machine Learning, Python, SQL, Statistics",4,11/24/2023,Mid Level,4
2023,45000,Full-time,Technology,Data Scientist,Autumn,Spain,"Machine Learning, Python, SQL, Statistics",4,11/12/2023,Entry Level,4
2023,70000,Full-time,Technology,Data Engineer,Winter,others,"ETL, Python, SQL, Spark",4,12/18/2023,Mid Level,4
2023,45000,Full-time,Technology,Data Engineer,Summer,others,"ETL, Python, SQL, Spark",2,6/9/2023,Entry Level,4
2023,161000,Full-time,Technology,Machine Learning Engineer,Spring,United Kingdom,"Deep Learning, Python, Scikit-learn, TensorFlow",2,5/8/2023,Senior Level,4
2023,83300,Full-time,Technology,Machine Learning Engineer,Autumn,United Kingdom,"Deep Learning, Python, Scikit-learn, TensorFlow",4,11/18/2023,Mid Level,4
2023,112700,Full-time,Technology,Data Engineer,Spring,United Kingdom,"ETL, Python, SQL, Spark",1,3/7/2023,Senior Level,4
2023,83300,Full-time,Technology,Data Engineer,Winter,United Kingdom,"ETL, Python, SQL, Spark",1,1/15/2023,Mid Level,4
2023,252000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/13/2023,Executive,4
2023,129000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/28/2023,Senior Level,4
2022,130000,Full-time,General,BI Developer,Autumn,United States,"Communication, Python, SQL",4,10/17/2022,Senior Level,3
2021,150000,Full-time,General,Data Science Lead,Summer,United States,"Communication, Python, SQL",3,8/16/2021,Senior Level,3
2023,163800,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/22/2023,Senior Level,4
2023,126000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",3,9/18/2023,Senior Level,4
2023,260000,Full-time,General,ML Engineer,Winter,Canada,"Communication, Python, SQL",1,2/3/2023,Executive,3
2023,110000,Full-time,General,ML Engineer,Summer,Canada,"Communication, Python, SQL",2,6/3/2023,Senior Level,3
2023,170000,Full-time,General,Analytics Engineer,Spring,United States,"Communication, Python, SQL",1,3/21/2023,Senior Level,3
2023,130000,Full-time,General,Analytics Engineer,Summer,United States,"Communication, Python, SQL",3,8/1/2023,Senior Level,3
2023,247500,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/18/2023,Executive,4
2023,172200,Full-time,Technology,Machine Learning Engineer,Winter,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,1/18/2023,Senior Level,4
2023,239748,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/9/2023,Executive,4
2023,159832,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/1/2023,Senior Level,4
2023,163800,Full-time,Technology,Machine Learning Engineer,Autumn,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",4,11/26/2023,Senior Level,4
2023,126000,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,8/24/2023,Senior Level,4
2023,128750,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/18/2023,Senior Level,4
2023,106250,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",1,3/14/2023,Senior Level,4
2023,252000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/24/2023,Executive,4
2023,129000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,7/6/2023,Senior Level,4
2023,299500,Full-time,General,Data Science Manager,Spring,United States,"Communication, Python, SQL",2,5/21/2023,Executive,3
2023,245100,Full-time,General,Data Science Manager,Autumn,United States,"Communication, Python, SQL",3,9/27/2023,Executive,3
2023,155000,Full-time,General,Data Analytics Manager,Spring,United States,"Communication, Python, SQL",2,5/13/2023,Senior Level,3
2023,140000,Full-time,General,Data Analytics Manager,Autumn,United States,"Communication, Python, SQL",4,11/4/2023,Senior Level,3
2023,167500,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/11/2023,Senior Level,4
2023,106500,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/10/2023,Senior Level,4
2023,188500,Full-time,General,Data Architect,Winter,United States,"Communication, Python, SQL",4,12/12/2023,Senior Level,3
2023,117000,Full-time,General,Data Architect,Autumn,United States,"Communication, Python, SQL",3,9/24/2023,Senior Level,3
2023,250000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/19/2023,Executive,4
2023,138000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,7/20/2023,Senior Level,4
2023,130000,Full-time,Finance,Data Analyst,Summer,Canada,"Excel, Power BI, SQL, Tableau",3,8/26/2023,Senior Level,4
2023,100000,Full-time,Finance,Data Analyst,Autumn,Canada,"Excel, Power BI, SQL, Tableau",4,10/26/2023,Mid Level,4
2023,115000,Full-time,General,Germanyep Learning Researcher,Spring,Germany,"Communication, Python, SQL",2,4/19/2023,Senior Level,3
2023,140000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/22/2023,Senior Level,4
2023,120000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,2/23/2023,Senior Level,4
2023,160000,Full-time,General,BI Analyst,Winter,United States,"Communication, Python, SQL",4,12/18/2023,Senior Level,3
2023,135000,Full-time,General,BI Analyst,Winter,United States,"Communication, Python, SQL",4,12/4/2023,Senior Level,3
2023,104500,Full-time,General,Data Science Manager,Autumn,United States,"Communication, Python, SQL",4,10/22/2023,Senior Level,3
2023,70000,Full-time,General,Data Science Manager,Spring,United States,"Communication, Python, SQL",2,5/17/2023,Mid Level,3
2023,90000,Full-time,General,Data Science Consultant,Winter,United States,"Communication, Python, SQL",1,2/28/2023,Mid Level,3
2023,70000,Full-time,General,Data Science Consultant,Autumn,United States,"Communication, Python, SQL",3,9/1/2023,Mid Level,3
2023,153600,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/13/2023,Senior Level,4
2023,106800,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",2,6/26/2023,Senior Level,4
2023,125000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",1,1/10/2023,Senior Level,4
2023,90000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",1,3/4/2023,Mid Level,4
2023,185000,Full-time,Healthcare,Research Scientist,Summer,United States,"Data Analysis, Python, R, Statistics",2,6/21/2023,Senior Level,4
2023,125000,Full-time,Healthcare,Research Scientist,Spring,United States,"Data Analysis, Python, R, Statistics",2,5/8/2023,Senior Level,4
2023,127000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,10/16/2023,Senior Level,4
2023,94000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/20/2023,Mid Level,4
2023,210550,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/27/2023,Executive,4
2023,153300,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",2,6/24/2023,Senior Level,4
2023,200000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",4,10/23/2023,Senior Level,4
2023,150000,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/3/2023,Senior Level,4
2023,161500,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,8/18/2023,Senior Level,4
2023,119500,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",1,3/6/2023,Senior Level,4
2023,175000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/1/2023,Senior Level,4
2023,145000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/13/2023,Senior Level,4
2023,175000,Full-time,Technology,Data Scientist,Autumn,United States,"Machine Learning, Python, SQL, Statistics",3,9/8/2023,Senior Level,4
2023,148750,Full-time,Technology,Data Scientist,Spring,United States,"Machine Learning, Python, SQL, Statistics",2,5/2/2023,Senior Level,4
2023,105000,Full-time,General,Data Analytics Specialist,Summer,United States,"Communication, Python, SQL",3,7/28/2023,Senior Level,3
2023,85000,Full-time,General,Data Analytics Specialist,Spring,United States,"Communication, Python, SQL",1,3/9/2023,Mid Level,3
2023,215000,Full-time,Healthcare,Research Scientist,Summer,United States,"Data Analysis, Python, R, Statistics",3,8/9/2023,Executive,4
2023,146300,Full-time,Healthcare,Research Scientist,Spring,United States,"Data Analysis, Python, R, Statistics",2,5/18/2023,Senior Level,4
2023,200000,Full-time,Technology,AI Germanyveloper,Autumn,Germany,"Machine Learning, NLP, Neural Networks, Python",4,11/3/2023,Senior Level,4
2023,72000,Full-time,Technology,Data Engineer,Winter,others,"ETL, Python, SQL, Spark",1,1/9/2023,Mid Level,4
2023,60000,Full-time,Technology,Data Engineer,Autumn,others,"ETL, Python, SQL, Spark",4,10/23/2023,Mid Level,4
2023,153400,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/6/2023,Senior Level,4
2023,122700,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,6/19/2023,Senior Level,4
2023,260000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/22/2023,Executive,4
2023,175000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/27/2023,Senior Level,4
2023,186300,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,8/7/2023,Senior Level,4
2023,123900,Full-time,Technology,Data Scientist,Summer,United States,"Machine Learning, Python, SQL, Statistics",3,7/23/2023,Senior Level,4
2023,340000,Full-time,Healthcare,Research Scientist,Autumn,United States,"Data Analysis, Python, R, Statistics",4,10/16/2023,Executive,4
2023,150000,Full-time,Healthcare,Research Scientist,Spring,United States,"Data Analysis, Python, R, Statistics",1,3/8/2023,Senior Level,4
2023,153400,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,8/23/2023,Senior Level,4
2023,122700,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",2,4/13/2023,Senior Level,4
2023,250000,Full-time,Technology,Data Engineer,Spring,United States,"ETL, Python, SQL, Spark",2,5/12/2023,Executive,4
2023,175000,Full-time,Technology,Data Engineer,Summer,United States,"ETL, Python, SQL, Spark",3,8/2/2023,Senior Level,4
2023,60000,Full-time,Technology,Data Scientist,Summer,France,"Machine Learning, Python, SQL, Statistics",3,7/9/2023,Mid Level,4
2023,185900,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,4/10/2023,Senior Level,4
2023,121700,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/25/2023,Senior Level,4
2023,153600,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",4,11/17/2023,Senior Level,4
2023,106800,Full-time,Finance,Data Analyst,Winter,United States,"Excel, Power BI, SQL, Tableau",4,12/26/2023,Senior Level,4
2023,50000,Full-time,Technology,Software Data Engineer,Autumn,others,"ETL, Python, SQL, Spark",3,9/17/2023,Entry Level,4
2023,100000,Full-time,Finance,Data Analyst,Summer,United States,"Excel, Power BI, SQL, Tableau",3,8/14/2023,Mid Level,4
2023,247500,Full-time,Technology,Machine Learning Engineer,Spring,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",1,3/22/2023,Executive,4
2023,172200,Full-time,Technology,Machine Learning Engineer,Summer,United States,"Deep Learning, Python, Scikit-learn, TensorFlow",3,8/18/2023,Senior Level,4
2023,310000,Full-time,Technology,Data Engineer,Winter,United States,"ETL, Python, SQL, Spark",4,12/11/2023,Executive,4
2023,239000,Full-time,Technology,Data Engineer,Autumn,United States,"ETL, Python, SQL, Spark",4,11/28/2023,Executive,4
2023,125000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/27/2023,Senior Level,4
2023,110000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/27/2023,Senior Level,4
2023,150000,Full-time,Finance,Data Analyst,Spring,United States,"Excel, Power BI, SQL, Tableau",2,5/3/2023,Senior Level,4
2023,100000,Full-time,Finance,Data Analyst,Autumn,United States,"Excel, Power BI, SQL, Tableau",3,9/16/2023,Mid Level,4
