Job Title,Company,City,Country,Experience (Months),Job Description,Skills Required,Salary Range,Job Type,Posted Date
Senior Data Scientist - eCommerce,Samsung Electronics America North America,Plano,United States,,"Sr. Data Scientist/Machine Learning Engineer – Recommender Systems If you have ambitions to be a part of a Best in Class organization, Samsung’s Ecomm ML&AI team is the place to be! The role of the team is to support our marketing and business channels through innovative ML & AI solutions. The dynamic culture at Samsung offers both great challenges and great rewards. If you want to work among the very best talent in the industry, working on the most innovative products in the world, Samsung is the place to be. Requirements: *You have MS or PhD in Mathematics, Computer Science, Engineering, or Economics (required). *You are an expert in building and deploying recommender systems at scale to enhance customer journey experiences on websites and apps. * You are adept in designing and implementing machine learning solutions to enhance site search. *You have 3-6 years of experience in Big Data environment specifically Hive/Spark where you have deployed reliable models that scale smoothly on high-volume (1TB+) & high-dimensionality (500+ variables per schema) data. *You have worked with massive structured/unstructured data sets before and have a strong grip on machine learning techniques especially able to debug an algorithm with ease. *Given a data problem you know the right data science technique to be applied (such as GLM Regression (linear, logit, multinomial), kMeans/Hierarchical Clustering, Principle Component Analysis, Decision Tree (RF, GBM, XGboost, Neural Networks, Bayesian Statistics, Times Series, & A Priori, etc.) & Deep Learning based recommendations, Market-Based analysis, Collaborative filtering, Content filtering, etc. *You are a solid coder who uses SQL & (Python/Spark/R) to deploy machine learning products into production. *You are highly enthusiastic about uncovering actionable insights from data and conveying these insights to businesses as stories that stick. *You are a strong analytical person who loves solving business problems using massive data sets. *You interface with leadership and team members to get clarity on your requirements, end goals, and deliverables. *You are detail-oriented but never lose sight of deadlines. *You always have an eye on the products you deploy and never assume that everything is ok. *You are comfortable following the procedures and coding standards set by the organization

Role And Responsibilities: Must Have Soft Skills –
• Proactive and sometimes Reactive
• ""Think and Jump right in"" attitude
• Need to be an independent contributor simultaneously valuing feedback from team members
• Work Style –
• Be analytical and solve problems without losing sight of end goals
• Detail-oriented but never lose sight of deadlines
• Procedure Oriented
• Clearly understand and agree on the standards set by the leadership and how they will be evaluated
• Maintain standards most of the time however should voice new procedures and systems
• Interpersonal skills-
• Need to be able to empathize with the team and be able to control his/her internal state to handle the work load during ambitious targets.
• Given ambitious deadlines be proactive and extract clarity on requirements, deliverables, and tasks from PM and leadership
• Quality Control –
• Constantly check on models and not assume that things are ok.

Core Responsibilities
• Follow agile development principles to develop and deploy cutting edge Data Products and POCs using massive sets of structured and unstructured data.
• Ensure the data product is deployed with thorough testing and is of the highest quality
• Communicate the results to other members of the team in a clear and intuitive manner
• Interface with leadership and team members regularly to brainstorm ideas, and communicate progress and risks.
• Use JIRA and Confluence as tools for Agile Project planning
• Communicate the progress and results in a clear, concise, and timely manner with other stakeholders
• Data - Responsibilities
• Always looking out for data resources that enhance the model performance
• Clearly communicate with PMs about the acquisition of the data sources
• Work with team members to develop and design solutions for data products
• Write code to clean, munge, analyze, EDA, and visualize terabytes of data
• Proficient in EDA and visualizations
• Proficient in building, testing, and deploying scalable and reliable machine-learning models
• Debug the machine learning models with ease
• Understand the upstream and downstream interface requirements and design the solutions accordingly
• Get proficient in the in-house Data Science tools
• Always looking for avenues for automation in data pipelines wherever applicable
• Get comfortable in following the ""Data Science team"" sprint planning procedures
• Clearly communicate with DE about deployment requirements
• Work with DE to get the data in Data Lake in required format.

Compliance - Responsibilities
• Ensure completeness of the product
• Make sure that the product is of highest quality
• Adept in documenting the Modeling work. Ensure that the documentation is complete and reviewed by Sr. Data Scientists.
• Ensure code meets team standards
• JIRA for agile development

Should have Knowledge and Experience
• Experience in Telecom/retail/e-commerce/consumer packaged goods (CPG), Mobile, or Consumer electronics industries
• Agile Principles/Scrum/Kanban
• Solid understanding of Hadoop (Hive and Impala) & Spark (PySpark/Scala)
• Proficient in (Python/Scala/R/Java ) & SQL
• Expert in developing and debugging Machine Learning products
• Proficient in Data Visualizations

#LI-JL1

Life @ Samsung - https://www.samsung.com/us/careers/life-at-samsung/

Benefits @ Samsung - https://www.samsung.com/us/careers/benefits/

Regular full-time employees (salaried or hourly) have access to benefits including: Medical, Dental, Vision, Life Insurance, 401(k), Employee Purchase Program, Tuition Assistance (after 6 months), Paid Time Off, Student Loan Program (after 6 months), Wellness Incentives, and many more. In addition, regular full-time employees (salaried or hourly) are eligible for MBO bonus compensation, based on company, division, and individual performance.

Necessary Skills and Attributes:

Ability to work cooperatively and build strong relationships with peers and senior leadership locally and globally; sharing ideas and developing effective business processes in support of the company mission. Ability to collaborate and be comfortable dealing with ambiguity, influencing across multiple complex organizations, creating effective business partnerships. Polished interpersonal skills, including strong verbal and written communication skills in local market language. Ability to effectively manage multiple projects, have attention to detail and work effectively under deadlines in a collaborative and matrixed environment.

Samsung Electronics America, Inc. is committed to employing a diverse workforce, and provides Equal Employment Opportunity for all individuals regardless of race, color, religion, gender, age, national origin, marital status, sexual orientation, gender identity, status as a protected veteran, genetic information, status as a qualified individual with a disability, or any other characteristic protected by law.",,N/A,Full-time,
Data Science Intern,Thales,Austin,United States,,"Location: Austin, United States of America

Thales people architect identity management and data protection solutions at the heart of digital security. Business and governments rely on us to bring trust to the billons of digital interactions they have with people. Our technologies and services help banks exchange funds, people cross borders, energy become smarter and much more. More than 30,000 organizations already rely on us to verify the identities of people and things, grant access to digital services, analyze vast quantities of information and encrypt data to make the connected world more secure.

This is a hybrid role in Austin, Texas US.

Position Summary

We're seeking a passionate and driven Data Science Intern to join our Product team and collaborate closely with our Product Managers. In this role, you'll play a crucial part in informing product strategy and roadmap decisions by extracting actionable insights from complex datasets. You'll work on real-world problems, gain hands-on experience in product analytics, and contribute directly to the development of innovative products. This is an excellent opportunity to learn from experienced professionals and build a strong foundation in data science and product management.

Key Areas of Responsibility

• Data Analysis & Exploration:
• Assist in collecting, cleaning, and preprocessing large datasets from various sources.
• Conduct exploratory data analysis to identify trends, patterns, and anomalies.
• Visualize data using appropriate tools and techniques to communicate findings effectively.
• Product Analytics:
• Analyze user behavior and product usage data to understand user engagement.
• Develop and track key performance indicators (KPIs) to track product performance.
• Assist in A/B testing analysis and interpretation of results.
• Reporting & Communication:
• Prepare clear and concise reports and documents summarizing data insights.
• Communicate findings effectively to both technical and non-technical audiences.
• Data Infrastructure & Tooling:
• Assist in maintaining and improving data pipelines and infrastructure.
• Learn and utilize relevant data science tools and technologies (e.g., Python, SQL, R, data visualization libraries).
 
Basic Qualifications

• Currently pursuing a Bachelor's or Master's degree in Data Science, Computer Science, Statistics, Mathematics, or a related field.
• Strong analytical and problem-solving skills.
• Proficiency in at least one programming language (e.g., Python, R).
• Familiarity with SQL and relational databases.
• Understanding of basic statistical concepts and techniques.
• Excellent communication and collaboration skills.
• Experience with data visualization tools (e.g. Tableau, Power BI, Matplotlib, Seaborn) is a plus.

Why Join Us?

Thales believes it is critical to give back to our communities and provide access/knowledge of STEM related experiences to students at the High School level and below. These students ARE our future!

Say HI and learn more about working at Thales click here

#LI-Hybrid

#LI-WM1

This position will require successfully completing a post-offer background check. Qualified candidates with [a] criminal history will be considered and are not automatically disqualified, consistent with federal law, state law, and local ordinances.

Thales champions inclusion and we believe diversity strengthens the fabric of our culture. Thales is an Equal Opportunity Employer, including disability/veterans.

If you need an accommodation or assistance in order to apply for a position with Thales, please contact us at talentacquisition@us.thalesgroup.com.

The reference Total Target Compensation(TTC) market range for this position, inclusive of annual base salary and the variable compensation target, is between

This reflects how companies in a similar industry and geographic region generally pay for similar jobs. This range helps the Company make pay decisions as one data point among many. Where a position falls within this range is also dependent on other factors including – but not limited to – the employee’s career path history, competencies, skills and performance, as well as the company’s annual salary budget, the customer’s program requirements, and the company’s internal equity. Thales may offer additional benefits and other compensation, depending on circumstances not related to an applicant’s status protected by local, state, or federal law.

(For Internal candidate, if you need more information, please reach out to your HR Shared Service, 1st Point)

Thales provides an extensive benefits program for all full-time employees working 30 or more hours per week and their eligible dependents, including the following:
•Elective Health, Dental, Vision, FSA/HSA, Voluntary Life and AD&D, Whole Group Life w/LTC, Critical Illness, Hospital Indemnity, Accident Insurance, Legal Plan, Identity Theft, and Pet Insurance

•Retirement Savings Plan after 30 days of employment with a company contribution and a match, and with no vesting period

•Company paid holidays and Paid Time Off

•Company provided Life Insurance, AD&D, Disability, Employee Assistance Plan, and Well-being Program",,N/A,Full-time,2025-04-19T00:00:00.000Z
Open Rank - Data Science Research,Rutgers University,,United States,,"Position Details

Position Information

Recruitment/Posting Title

Open Rank - Data Science Research

Department

NJMS-PHRI CENTER-Z30001

Salary

Commensurate With Experience

Benefits

Posting Summary

The Center for Data Science at New Jersey Medical School (NJMS), Rutgers Biomedical and Health Sciences, located in Newark, NJ, invites applications for full time, tenure-track appointments at the Assistant, Associate or Professor level. We are currently recruiting candidates with expertise in data science, machine learning, computational or systems biology, and/or bioinformatics, with interest in applying computational methods in the context of all areas of biomedical research. The position will be supported by a competitive start up package with exceptional candidates being considered for further support as Chancellor Scholars.

The Center for Data Science (CDS): The recently established CDS is working to formally establish a data-centric research ecosystem at Rutgers RBHS, to better facilitate the acquisition, management, analysis, and democratization of biomedical research data. CDS will focus on three primary pillars: (1) Research support: support computational research and establish data science support services and resources to foster collaborative teamwork; (2) Community building: integrate and unite faculty and students at Rutgers conducting data-driven research and provide a forum for discussion and interaction; (3) Data science education: develop resources, seminars, courses, and educational programs for data management and analysis for researchers at all levels of experience. We seek candidates that are interested in furthering one or more of the pillars of CDS and establishing a stronger collaborative presence at RBHS.

The applicant will be expected to develop a strong extramurally funded independent research program. NJMS has considerable strengths in biomedical research with ample opportunities for faculty in CDS to collaborate with NIH-funded investigators across a variety of disciplines including: cardiovascular disease, neuroscience, immunology, and infectious diseases.

Position Status

Full Time

Posting Number

24FA0378

Posting Open Date

Posting Close Date

Qualifications

Minimum Education and Experience

Applicants must have a Ph.D., M.D., or equivalent degree, post-doctoral experience, excellent communication skills and a record of productivity in biostatistics, computer science, or data science methods applied in biomedicine and disease research. Rank will be determined based on experience and accomplishments including extramural funding and impactful publications.

Certifications/Licenses

Required Knowledge, Skills, and Abilities

Equipment Utilized

Physical Demands and Work Environment

Overview

Statement

Posting Details

Special Instructions to Applicants

Applicants should submit a: (1) cover letter, (2) summary of present and future research plans, (3) curriculum vitae, and (4) names/email addresses of three references to: datasci.cv@rutgers.edu

Quick Link to Posting

https://jobs.rutgers.edu/postings/224260

Campus

Rutgers Biomedical and Health Sciences (RBHS)

Home Location Campus

Newark (RBHS)

City

New Jersey

State

N/A

Location Details

Pre-employment Screenings

All offers of employment are contingent upon successful completion of all pre-employment screenings.

Immunization Requirements

Under Policy 100.3.1 Immunization Policy for Covered Individuals, if employment will commence during Flu Season, Rutgers University may require certain prospective employees to provide proof that they are vaccinated against Seasonal Influenza for the current Flu Season, unless the University has granted the individual a medical or religious exemption. Additional infection control and safety policies may apply. Prospective employees should speak with their hiring manager to determine which policies apply to the role or position for which they are applying. Failure to provide proof of vaccination for any required vaccines or obtain a medical or religious exemption from the University will result in rescission of a candidate’s offer of employment or disciplinary action up to and including termination.",,N/A,Full-time,
Data Scientist Leader,beBee Careers,Chicago,United States,,"Job Description

We are seeking a highly skilled Data Scientist to lead research focusing on translational data science. The successful candidate will be responsible for developing and implementing data commons, data ecosystems, and cloud computing platforms to support translational data science.
Key Responsibilities:
• Develop and implement data-driven solutions to complex problems in biology, medicine, and healthcare
• Leverage machine learning, statistical, bioinformatics, and AI algorithms to drive translational data science
• Collaborate with cross-functional teams to design and develop cloud-based platforms and applications
Requirements

To be considered for this role, applicants must have a doctoral degree or equivalent in Biomedical Data Science, Computer Science, Data Science, Information Technology, Biomedical Informatics, or a related field. Relevant experience in computer science, bioinformatics, data science, mathematics, information technology, genetics, genomics, and/or systems biology is essential.",,N/A,Full-time,2025-04-24T09:00:00.000Z
Data Scientist,Crunchbase,Pennsylvania Furnace,United States,,"Position: Staff Data Scientist
Location: Pennsylvania Furnace
About Crunchbase Crunchbase is a predictive solution that provides intelligence on private companies, powered by the unique combination of live private company data, AI, and market activity from over 80 million users. We predict private market movements that matter to help investors, deal makers, and analysts make the right decisions.

We are committed to fostering a positive, diverse, and inclusive culture by hiring for potential and embracing individuals with diverse perspectives, backgrounds, experiences, and skill sets. We value transparency and openness, believing that an inclusive environment strengthens our teams and enhances our products.

Crunchbase has a remote-first approach, and is open to hiring in residents of these states:
California, Colorado, Illinois, Florida, Georgia, Massachusetts, Nevada, New Jersey, New York, North Carolina, Oregon, Pennsylvania, South Carolina, Texas, Virginia, and Washington Our inclusive remote-first culture, generous PTO policies, competitive pay, and employee wellness benefits set us apart!

Engineering at Crunchbase The Crunchbase engineering team is a dynamic, fast paced team that is committed to quickly delivering features, evaluating their performance, and iterating towards the product vision shared by the company.

We are organized in vertical teams that include cross-functional engineers as well as functional guilds aimed at working tightly with the product team to deliver high standards code while iterating quickly on features. We value open and honest communication, and strive to create an environment where opinions and views can be shared and considered in an effort to reach the best decision.

Signals Team at Crunchbase The Crunchbase Signals Team thrives to provide users with insightful information throughout their experience on Crunchbase platform. By combining Crunchbase, private and behavioral data with machine learning systems, we aim to understand the underlying data needs to best assist their day to day work, we then identify and highlight relevant insights and predictions, eventually build personalized experiences that are uniquely valuable to our users.

The team is composed of Data Scientists, Machine Learning Engineers and Data Engineers working together to deliver models and services into production. We are hiring a hands-on Staff Data Scientist to help shape and build out the intelligence layer for Crunchbase signals products. We are looking to go deeper on the data we have, generating and presenting insights and predictions that help our users better understand our data and offer observations and recommendations specifically tailored to their use-case.

The ideal candidate is a creative innovator and an outstanding communicator with strong hands-on skills that love to mentor and work with a team. They are not only curious about data and what it can teach us, but also care deeply about our users and how to drive an experience that helps them engage with and better utilize our data.

Essential

Duties /Responsibilities:

Data-Driven Culture Empowerment:
Provide the foundation for a data-driven culture by developing tools and processes for engineers and the Product team to easily query and analyze datasets.

Scale ML Algorithms:
Enable data scientists to implement Natural Language Processing (NLP) and Machine Learning (ML) algorithms at scale while designing fault-tolerant, highly available systems to support the deployment and execution of ML models.

Technical Leadership:
Contribute to the design key component in our architecture and platform. Consider business requirements and tradeoffs and implement a variety of solutions to address our data needs of our data architecture, ensuring scalability and efficiency. Own key projects end-to-end and influence the mid and long term technical direction of our data platform.

Mentorship:
Mentor junior engineers, foster a culture of technical excellence, professional growth and continuous learning.

Cross-Functional Collaboration:

Collaborate with other engineering teams, product and analytics engineers, data scientists, and other team members to integrate solutions into our datatech ecosystem. Communicate effectively with non-technical stakeholders to gather requirements and provide data engineering support.

Technology Evaluation and Adoption:
Stay informed about emerging technologies and industry best practices. Evaluate and recommend new tools and technologies to enhance our data capabilities.

Communication:
Communicate complex technical concepts and findings to non-technical stakeholders in a clear and concise manner.

Performs other related duties as assigned.

Supervisory Responsibilities:

None.

Required Skills/Abilities:

Excellent communication skills, capable of simplifying complex issues for effective collaboration.

Proven track record in dimensional data modeling, ETL pipeline development, and system architecture.

Proficiency in Python Familiarity with data warehousing technologies and cloud platforms.

Experience implementing…",,N/A,Full-time,2025-04-24T00:00:00.000Z
"Lead Silicon Design Data Scientist (AI/ML) (ASIC/FPGA) Austin, Texas",Ericsson,Pittsburgh,United States,,"Lead Silicon Design Data Scientist (AI/ML) (ASIC/FPGA) Austin, Texas

This is not a remote work opportunity.
Ericsson Inc. does not sponsor US work authorizations for this job position including H-1B, O-1, and TN. Ericsson also does not hire F-1’s working on EAD for this position.

Are you ready to drive and shape the future of Ericsson Silicon’s Verification analytics and data-driven insights?
Join our dynamic Design Verification Methodology team, dedicated to defining cutting-edge metric-driven methodologies and dashboarding solutions across our global R&D sites in Austin, Stockholm, and Lund.
About Us
We are part of Ericsson Silicon, an engineering unit that develops state-of-the-art ASICs and FPGAs targeting the newest technology nodes for Ericsson’s 5G telecommunication portfolio. This department offers many opportunities for career growth and access to a large knowledge base.
What you will do:
To excel in this high-visibility role, we seek individuals with a background in ASIC IP/ASIC SoC development, data science, and dashboarding. You will play a crucial role in shaping data-driven methodologies that help silicon IP engineers track Coverage metrics, Functional Coverage pass/fail rates, EDA tool efficiency, and verification progress, ensuring a holistic view of ASIC SoC health.
A key focus is on building scalable metric systems, integrating AI/ML techniques for predictive analytics, and visualizing workload throughput across compute clusters and EDA tools
• Design and implement Silicon DV metric systems to track and visualize:

 Coverage and Functional Coverage (pass/fail rates, closure status).
 Workload Throughput (runtime, memory usage, compute efficiency, and job scaling).
 EDA Resource Utilization (license usage, peak load analysis, and bottleneck detection).
 Other key KPI to measure and track Silicon Design and Verification status
• Develop interactive dashboards for real-time monitoring of verification progress and EDA tool performance.
• Create AI/ML-driven analytics for predictive workload optimization and resource allocation insights.
• Automate data collection and transformation from EDA tools, compute clusters, and job schedulers.
• Integrate metric systems into CI/CD workflows, enabling data-driven decision-making for IP/ASIC/SoC verification teams.
• Collaborate with silicon engineers to improve compute scheduling, license efficiency, and verification throughput.
• Establish best practices for data visualization, reporting, and engineering decision support.

What you will bring:
• Strong expertise in data science, analytics, and visualization tools (e.g., Python, Pandas, NumPy, Jupyter, Tableau, Grafana).
• Experience with EDA tool monitoring (e.g., Synopsys VCS, Cadence Xcelium, Siemens Questa, JasperGold, Verdi).
• Proficiency in SQL, NoSQL databases, and scalable data pipeline development.
• Knowledge of AI/ML frameworks for predictive analytics in EDA workloads.
• Familiarity with compute cluster resource monitoring (e.g., Slurm, LSF, Kubernetes).
• Hands-on experience with runtime and memory profiling for verification workloads.
• Understanding of CI/CD tools like Jenkins, GitLab, Docker, Kubernetes.
• Strong programming skills in Python, Bash, Perl, or similar scripting languages.
• Effective communication and ability to present data-driven insights to engineering teams.

Why Join Us?
• Be part of a high-impact team transforming silicon verification with data science and AI.
• Work on cutting-edge analytics and visualization tools for EDA workload monitoring and optimization.
• Shape data-driven verification methodologies for global engineering teams.
• Collaborate with world-class experts in semiconductor R&D.

base pay range $175,000 to $210,000

Why join Ericsson?

At Ericsson, you´ll have an outstanding opportunity. The chance to use your skills and imagination to push the boundaries of what´s possible. To build solutions never seen before to some of the world’s toughest problems. You´ll be challenged, but you won’t be alone. You´ll be joining a team of diverse innovators, all driven to go beyond the status quo to craft what comes next.

What happens once you apply?
Click Here to find all you need to know about what our typical hiring process looks like.

Ericsson uses a merit-based hiring approach that values people with different experiences, perspectives and skillsets. We truly believe this approach drives innovation, which is essential for our future growth. We encourage people from all backgrounds to apply and realize their full potential as part of our Ericsson team. Ericsson is proud to be an Equal Opportunity and Affirmative Action (Protected Veterans/Individuals with Disabilities) employer, learn more.

If you need assistance or to request an accommodation due to a disability, please contact Ericsson at hr.direct.mana@ericsson.com.

DISCLAIMER: The above statements are intended to describe the general nature and level of work being performed by employees in this position. They are not an exhaustive list of all responsibilities, duties and skills required for this position, and you may be required to perform additional job tasks as assigned.

Primary country and city: USA || Austin, TX

Job details: Developer

Primary Recruiter: Jim Everett",,N/A,Full-time,2025-03-25T00:00:00.000Z
Data Scientist 2 Remote US,Humana Inc.,Omaha,United States,,"DescriptionHumana's Claims Cost Management (CCM) Team is looking for a Data Scientist 2 to join working 100% from home anywhere in the US. You will be part of a team whose primary focus is on building data-driven analytical solutions to prevent fraudulent claims.ResponsibilitiesAs a Data Scientist 2, you will use mathematics, statistics, modeling, business analysis and technology to transform high volumes of complex data into advanced analytic solutions. You will develop, maintain and collect both, structured and unstructured, data sets for analysis and reporting. Additionally, you will create reports, projections, models and presentations to support business strategy and tactics.Required QualificationsBachelor's Degree in a quantitative discipline, such as Computer Science, Mathematics or Statistics and/or related field3 years of experience in data analytics2 years of experience programming with either Python or R2 years of SQL and PL/SQL experienceExperience in developing, maintaining, and collecting structured and unstructured data sets for analysis and reportingExperience in creating reports, projections, models, and presentations to support businessExperience in using mathematics, statistics, modeling, business analysis, and technology to transform high volumes of complex data into advanced analytic solutionsWork at Home/Remote RequirementsMust ensure designated work area is free from distractions during work hours and virtual meetingsMust provide a high-speed DSL or cable modem for a workspace (Satellite and Hotspots are prohibited). A minimum standard speed of 10x1 (10mbs download x 1mbs upload) for optimal performance of is requiredPreferred QualificationsMaster's degree in a quantitative discipline, such as Computer Science, Mathematics or Statistics and/or related fieldHealthcare or managed care experienceDemonstrated experience with SAS, MATLAB, DataRobot or similar statistical toolsDemonstrated experience with data visualization tools such as Tableau, Power BI or QlikKnowledge of NLP (Natural Language Processing), RegEx (Regular Expression), RPA (Robotic Process Automation), and/or DataRobot.Experience performing data management, mining, and manipulation along with analyticsScheduled Weekly Hours40",,N/A,Full-time,
Lead Data Scientist (Multiple Positions),TikTok,San Jose,United States,,"Location :

San Jose

Employment Type :

Regular

Job Code :

A105553A

Apply to this job

Share this listing:

Responsibilities

About TikTok TikTok is the leading destination for short-form mobile video. At TikTok, our mission is to inspire creativity and bring joy. TikTok's global headquarters are in Los Angeles and Singapore, and we also have offices in New York City, London, Dublin, Paris, Berlin, Dubai, Jakarta, Seoul, and Tokyo. Why Join Us Inspiring creativity is at the core of TikTok's mission. Our innovative product is built to help people authentically express themselves, discover and connect - and our global, diverse teams make that possible. Together, we create value for our communities, inspire creativity and bring joy - a mission we work towards every day. We strive to do great things with great people. We lead with curiosity, humility, and a desire to make impact in a rapidly growing tech company. Every challenge is an opportunity to learn and innovate as one team. We're resilient and embrace challenges as they come. By constantly iterating and fostering an ""Always Day 1"" mindset, we achieve meaningful breakthroughs for ourselves, our company, and our users. When we create and grow together, the possibilities are limitless. Join us. About the Team Our team plays a crucial role in ensuring the company's success. We seek people who are willing to learn and put in the effort to solve problems. Our challenges are not your regular day-to-day problems - you'll be part of a team that's developing new solutions to new challenges. It's working fast, at scale, and we're making a difference. We are looking for talents to join us on this exciting journey! Responsibilities Provide insights to influence product development using advanced statistics, machine learning (ML), and programming. Apply quantitative analysis to understand data, provide actionable insights, and measure the data through experimentation and causal inference. Partner with Product, Engineering, User Research, Designer and other teams to solve problems and identify trends and opportunities. Build classification and clustering machine learning models to understand data characteristics. Visualize and synthesize analytics and statistical approaches into easy-to consume storylines to provide indicated actions for executive audiences. Work with large, complex data sets to solve difficult, non-routine analysis problems. Apply quantitative analysis, experimentation, data mining, and the presentation of data to develop strategies for our products that serve billions of people and millions of businesses. Mentor junior and intern Data Scientists.

Qualifications

Qualifications Must have a Master's degree or foreign equivalent degree in Computer Science, Engineering (any), Data Science, Business Analytics, Statistics, Mathematics, or a related field, and 2 years of related work experience; OR a Bachelor's degree or foreign equivalent degree in Computer Science, Engineering (any), Data Science, Business Analytics, Statistics, Mathematics, or a related field, and 5 years of post-bachelor's, progressive related work experience. Of the required experience, must have 2 years of experience in each of the following: Mining, preparing, cleansing, and analyzing structured data for metrics creation, root cause analysis, or model preprocessing; Using SQL or Spark to query and manipulate data from: (i) Apache Hive; and (ii) relational database management systems: MySQL, Microsoft SQL Server, or PostgreSQL; Developing graphical and visual representations of data using business intelligence tools Excel or Tableau; and Building, tuning, and validating statistical models for regression and classification problems in Python or R. TRAVEL REQUIREMENT: International travel required up to 20%. Type: Full time, 40 hours/week Location: San Jose, CA Salary Range: $211536 - $395280 per year To Apply, click the apply button below. Contact lpresumes@tiktok.com if you have difficulty submitting resume through the website. TikTok is committed to creating an inclusive space where employees are valued for their skills, experiences, and unique perspectives. Our platform connects people from across the globe and so does our workplace. At TikTok, our mission is to inspire creativity and bring joy. To achieve that goal, we are committed to celebrating our diverse voices and to creating an environment that reflects the many communities we reach. We are passionate about this and hope you are too. TikTok is committed to providing reasonable accommodations in our recruitment processes for candidates with disabilities, pregnancy, sincerely held religious beliefs or other reasons protected by applicable laws. If you need assistance or a reasonable accommodation, please reach out to us at lpresumes@TikTok.com. #LI-DNI #IND-DNI

Job Information

[For Pay Transparency]Compensation Description (Annually)

The base salary range for this position in the selected city is $211536 - $395280 annually.

Compensation may vary outside of this range depending on a number of factors, including a candidate's qualifications, skills, competencies and experience, and location. Base pay is one part of the Total Package that is provided to compensate and recognize employees for their work, and this role may be eligible for additional discretionary bonuses/incentives, and restricted stock units.

Benefits may vary depending on the nature of employment and the country work location. Employees have day one access to medical, dental, and vision insurance, a 401(k) savings plan with company match, paid parental leave, short-term and long-term disability coverage, life insurance, wellbeing benefits, among others. Employees also receive 10 paid holidays per year, 10 paid sick days per year and 17 days of Paid Personal Time (prorated upon hire with increasing accruals by tenure).

The Company reserves the right to modify or change these benefits programs at any time, with or without notice.

For Los Angeles County (unincorporated) Candidates:

Qualified applicants with arrest or conviction records will be considered for employment in accordance with all federal, state, and local laws including the Los Angeles County Fair Chance Ordinance for Employers and the California Fair Chance Act. Our company believes that criminal history may have a direct, adverse and negative relationship on the following job duties, potentially resulting in the withdrawal of the conditional offer of employment:

1. Interacting and occasionally having unsupervised contact with internal/external clients and/or colleagues;

2. Appropriately handling and managing confidential information including proprietary and trade secret information and access to information technology systems; and

3. Exercising sound judgment.

Apply to this job",,N/A,Full-time,2025-04-19T00:00:00.000Z
Data Engineer,Thermo Fisher Scientific,Bengaluru,India,,"Work Schedule
Standard (Mon-Fri)

Environmental Conditions
Office

Job Description

Job Opportunity: Data Engineer

Are you an ambitious Data Engineer looking to join a world-class team? At CCG IT for Fisher Scientific RSD Europe, we are seeking a dedicated individual to successfully implement and manage data solutions that will propel our mission forward!

Key Responsibilities
• Design, develop, and maintain scalable data pipelines and ETL processes
• Collaborate with cross-functional teams to determine data requirements and deliver outstanding solutions
• Ensure data integrity and flawless performance of data systems
• Develop and implement data models and algorithms to optimize data processing
• Perform data analysis to support business needs and drive decision-making
• Monitor data system performance and troubleshoot issues as they arise

Requirements
• Proven experience as a Data Engineer or in a similar role
• Strong knowledge of SQL, Python, and data warehousing solutions
• Expertise in data integration, data quality, and data governance
• Experience with cloud platforms such as AWS, Azure, or Google Cloud
• Ability to work collaboratively in a team environment and communicate effectively

Why Join Us?
• Be part of an inclusive, collaborative, and innovative team
• Work on ambitious projects that drive real-world impact
• Competitive compensation and benefits package
• Opportunities for professional growth and development

We look forward to welcoming you to our team as we strive to achieve excellence in everything we do!",,N/A,Full-time,2025-04-17T00:00:00.000Z
GCP+Apachebeam,LTIMindtree,Chennai,India,,"Total Expereince: 5 to8 years

Location- Pune & Hyderabad

Notice Period- Immediate to 30 days

Must have:

· 5+ years of experience in data engineering technology and tools.

· Preferred having experience with Java / Scala based implementations for enterprise-wide platforms.

· Experience with Apache Beam, Google Dataflow, Apache Kafka for real-time steam processing technology stack.

· Complex state-full processing of events with partitioning for higher throughputs.

· Have dealt with fine-tuning the through-puts and improving the performance aspects on data pipelines.

· Experience with analytical data store optimizations, querying and managing them.

· Experience with alternate data engineering tools (Apache Flink, Apache Spark etc)

· Automated CI/CD or operations concerns on the engineering platforms.

· Interpreting problems from functional context and transforming them into technology solutions.",,N/A,Full-time,2025-04-24T00:00:00.000Z
