work_year,employment_type,job_title,salary,salary_currency,company_location,country,code,country_name,skills,industry,posting_date,season,quarter
2023,FT,Data Scientist,175000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-26,Autumn,4
2023,FT,Data Scientist,145000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-08,Autumn,3
2023,FT,Data Scientist,237000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-25,Winter,4
2023,FT,Data Scientist,145000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-13,Winter,4
2023,FT,Research Engineer,155000,USD,US,United States,,,"Communication, Python, SQL",General,2023-07-11,Summer,3
2023,FT,Research Engineer,125000,USD,US,United States,,,"Communication, Python, SQL",General,2023-02-15,Winter,1
2023,FT,Data Analyst,80000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-08,Winter,1
2023,FT,Data Analyst,70000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-18,Spring,2
2023,FT,Data Engineer,146000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-07-03,Summer,3
2023,FT,Data Engineer,75000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-09-01,Autumn,3
2023,FT,Data Analyst,64200,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-01-24,Winter,1
2023,FT,Data Analyst,56100,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-12,Winter,1
2023,FT,Machine Learning Engineer,170000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-08-13,Summer,3
2023,FT,Machine Learning Engineer,130000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-08-17,Summer,3
2023,FT,Data Analyst,208450,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-11,Spring,2
2023,FT,Data Analyst,170550,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-09-27,Autumn,3
2023,FT,Machine Learning Engineer,125000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-02-12,Winter,1
2023,FT,Machine Learning Engineer,100000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-10-06,Autumn,4
2023,FT,Data Manager,135000,USD,US,United States,,,"Communication, Python, SQL",General,2023-03-27,Spring,1
2023,FT,Data Manager,120000,USD,US,United States,,,"Communication, Python, SQL",General,2023-07-26,Summer,3
2023,FT,Data Scientist,200000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-23,Spring,1
2023,FT,Data Scientist,170000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-05,Autumn,4
2023,FT,Data Scientist,171250,USD,IE,Ireland,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-27,Summer,3
2023,FT,Data Scientist,113750,USD,IE,Ireland,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-16,Autumn,4
2023,FT,Applied Scientist,222200,USD,US,United States,,,"Communication, Python, SQL",General,2023-04-12,Spring,2
2023,FT,Applied Scientist,136000,USD,US,United States,,,"Communication, Python, SQL",General,2023-10-18,Autumn,4
2023,FT,Applied Scientist,260000,USD,US,United States,,,"Communication, Python, SQL",General,2023-03-13,Spring,1
2023,FT,Applied Scientist,136000,USD,US,United States,,,"Communication, Python, SQL",General,2023-12-04,Winter,4
2023,FT,Data Analyst,153600,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-10-02,Autumn,4
2023,FT,Data Analyst,100500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-27,Spring,2
2023,FT,Applied Scientist,205000,USD,US,United States,,,"Communication, Python, SQL",General,2023-05-07,Spring,2
2023,FT,Applied Scientist,184000,USD,US,United States,,,"Communication, Python, SQL",General,2023-05-05,Spring,2
2023,FT,Machine Learning Engineer,115000,USD,CA,Canada,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-11-10,Autumn,4
2023,FT,Machine Learning Engineer,95000,USD,CA,Canada,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-12-13,Winter,4
2023,FT,Data Analyst,182500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-26,Spring,2
2023,FT,Data Analyst,121500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-06-12,Summer,2
2023,FT,Data Engineer,203100,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-04-21,Spring,2
2023,FT,Data Engineer,114500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-01,Spring,1
2023,FT,Data Analyst,60000,GBP,GB,United Kingdom,,,"Excel, Power BI, SQL, Tableau",Finance,2023-06-17,Summer,2
2023,FT,Data Analyst,45000,GBP,GB,United Kingdom,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-19,Winter,1
2023,FT,Data Engineer,252000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-06,Spring,2
2023,FT,Data Engineer,129000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-28,Winter,4
2023,FT,Data Engineer,92700,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-19,Spring,2
2023,FT,Data Engineer,61800,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-04-24,Spring,2
2023,FT,Data Engineer,160000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-28,Winter,4
2023,FT,Data Engineer,130000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-02-20,Winter,1
2023,FT,Data Scientist,258000,USD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-13,Autumn,4
2023,FT,Data Scientist,190000,USD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-02-04,Winter,1
2023,FT,Data Scientist,170000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-24,Spring,1
2023,FT,Data Scientist,135000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-10,Summer,3
2023,FT,Data Architect,167500,USD,US,United States,,,"Communication, Python, SQL",General,2023-02-06,Winter,1
2023,FT,Data Architect,106500,USD,US,United States,,,"Communication, Python, SQL",General,2023-02-26,Winter,1
2023,FT,Data Scientist,195000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-01-24,Winter,1
2023,FT,Data Scientist,160000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-11,Summer,2
2023,FT,Data Engineer,146000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-04-10,Spring,2
2023,FT,Data Engineer,75000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-09-19,Autumn,3
2022,FT,Data Engineer,57000,EUR,NL,Netherlands,,,"ETL, Python, SQL, Spark",Technology,2022-02-02,Winter,1
2023,FT,Data Engineer,286000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-21,Spring,2
2023,FT,Data Engineer,207000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-10,Winter,4
2023,FT,Data Analyst,100000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-06-15,Summer,2
2023,FT,Data Analyst,80000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-10-25,Autumn,4
2023,FT,Data Engineer,223250,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-20,Spring,1
2023,FT,Data Engineer,178600,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-09-22,Autumn,3
2023,FT,Director of Data Science,353200,USD,US,United States,,,"Communication, Python, SQL",General,2023-08-23,Summer,3
2023,FT,Director of Data Science,249300,USD,US,United States,,,"Communication, Python, SQL",General,2023-08-01,Summer,3
2023,FT,Machine Learning Scientist,230000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-05-01,Spring,2
2023,FT,Machine Learning Scientist,220000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-06-28,Summer,2
2023,FT,Data Scientist,297300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-27,Summer,2
2023,FT,Data Scientist,198200,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-19,Summer,2
2023,FT,Research Scientist,210000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-03-21,Spring,1
2023,FT,Research Scientist,151800,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-10-04,Autumn,4
2023,FT,Data Scientist,200000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-04,Summer,2
2023,FT,Data Scientist,170000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-27,Winter,4
2023,FT,Data Scientist,317070,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-03,Summer,2
2023,FT,Data Scientist,170730,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-26,Autumn,4
2023,FT,Data Engineer,128000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-17,Spring,2
2023,FT,Data Engineer,81500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-08-03,Summer,3
2023,FT,Business Data Analyst,20000,EUR,ES,Spain,,,"Excel, Power BI, SQL, Tableau",Finance,2023-08-01,Summer,3
2023,FT,AI Developer,108000,USD,UA,Ukraine,,,"Deep Learning, NLP, Neural Networks, Python",Technology,2023-02-25,Winter,1
2023,FT,AI Developer,60000,USD,UA,Ukraine,,,"Deep Learning, NLP, Neural Networks, Python",Technology,2023-02-26,Winter,1
2023,FT,MLOps Engineer,134000,USD,US,United States,,,"Communication, Python, SQL",General,2023-01-03,Winter,1
2023,FT,MLOps Engineer,124000,USD,US,United States,,,"Communication, Python, SQL",General,2023-06-21,Summer,2
2023,FT,Data Engineer,171250,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-17,Spring,2
2023,FT,Data Engineer,113750,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-27,Spring,1
2023,FT,Data Engineer,165000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-18,Spring,2
2023,FT,Data Engineer,132300,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-09-01,Autumn,3
2023,FT,Data Scientist,225000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-05-16,Spring,2
2023,FT,Data Scientist,175000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-07-02,Summer,3
2023,FT,Data Engineer,230000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-11-09,Autumn,4
2023,FT,Data Engineer,124500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-14,Spring,1
2023,FT,Machine Learning Engineer,247500,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-09-24,Autumn,3
2023,FT,Machine Learning Engineer,172200,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-01-08,Winter,1
2023,FT,Data Analyst,175000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-05-03,Spring,2
2023,FT,Data Analyst,145000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-04,Winter,1
2023,FT,Data Analyst,148700,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-05-21,Spring,2
2023,FT,Data Analyst,125600,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-28,Winter,1
2023,FT,Data Engineer,145000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-08-01,Summer,3
2023,FT,Data Engineer,115000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-07-07,Summer,3
2023,FT,Research Scientist,200000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-02-21,Winter,1
2023,FT,Research Scientist,150000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-07-01,Summer,3
2023,FT,Research Engineer,160000,USD,US,United States,,,"Communication, Python, SQL",General,2023-12-27,Winter,4
2023,FT,Research Engineer,120000,USD,US,United States,,,"Communication, Python, SQL",General,2023-01-05,Winter,1
2023,FT,Data Analyst,185000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-01-18,Winter,1
2023,FT,Data Analyst,120250,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-03-17,Spring,1
2023,FT,Data Scientist,275300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-02-19,Winter,1
2023,FT,Data Scientist,183000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-07,Summer,3
2023,FT,Data Architect,170000,USD,US,United States,,,"Communication, Python, SQL",General,2023-09-11,Autumn,3
2023,FT,Data Architect,125000,USD,US,United States,,,"Communication, Python, SQL",General,2023-01-19,Winter,1
2023,FT,Data Architect,167500,USD,US,United States,,,"Communication, Python, SQL",General,2023-10-03,Autumn,4
2023,FT,Data Architect,106500,USD,US,United States,,,"Communication, Python, SQL",General,2023-05-18,Spring,2
2023,FT,Research Scientist,250000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-09-05,Autumn,3
2023,FT,Research Scientist,200000,USD,US,United States,,,"Data Analysis, Python, R, Statistics",Healthcare,2023-05-08,Spring,2
2023,FT,Machine Learning Engineer,135000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-05-22,Spring,2
2023,FT,AI Scientist,1500000,ILS,IL,Israel,,,"Deep Learning, NLP, Neural Networks, Python",Technology,2023-06-17,Summer,2
2023,FT,Machine Learning Engineer,216000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-02-27,Winter,1
2023,FT,Machine Learning Engineer,184000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-06-09,Summer,2
2023,FT,Data Engineer,180000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-07,Spring,2
2023,FT,Data Engineer,165000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-11-26,Autumn,4
2023,FT,Data Scientist,185900,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-10,Spring,1
2023,FT,Data Scientist,129300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-20,Spring,1
2023,FT,Data Engineer,145000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-11,Summer,2
2023,FT,Data Engineer,120000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-10-13,Autumn,4
2023,FT,Data Engineer,143865,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-21,Spring,1
2023,FT,Data Engineer,115092,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-24,Spring,2
2023,FT,Machine Learning Engineer,130000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-12-13,Winter,4
2023,FT,Machine Learning Engineer,90000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-02-13,Winter,1
2023,FT,Data Scientist,173000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-14,Autumn,4
2023,FT,Data Scientist,132000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-11,Autumn,3
2023,FT,Data Analyst,208049,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-05,Winter,1
2023,FT,Data Analyst,128500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-11,Spring,2
2023,FT,Analytics Engineer,179820,USD,US,United States,,,"Communication, Python, SQL",General,2023-01-28,Winter,1
2023,FT,Analytics Engineer,143860,USD,US,United States,,,"Communication, Python, SQL",General,2023-04-12,Spring,2
2023,FT,Data Engineer,167500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-02,Winter,4
2023,FT,Data Engineer,106500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-07-02,Summer,3
2023,FT,Data Scientist,275300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-28,Summer,2
2023,FT,Data Scientist,183500,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-26,Spring,1
2023,FT,Data Engineer,149600,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-03-10,Spring,1
2023,FT,Data Engineer,102000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-10-10,Autumn,4
2023,FT,Data Scientist,145000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-02-04,Winter,1
2023,FT,Data Scientist,100000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-20,Spring,1
2023,FT,Data Analyst,190000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-11-06,Autumn,4
2023,FT,Data Analyst,95000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-09-17,Autumn,3
2023,FT,Data Analyst,153600,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-04-04,Spring,2
2023,FT,Data Analyst,106800,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-01-26,Winter,1
2023,FT,Data Scientist,90000,EUR,IE,Ireland,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-04,Autumn,4
2023,FT,Data Scientist,75000,EUR,IE,Ireland,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-23,Autumn,3
2023,FT,Data Analyst,128000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-28,Winter,1
2023,FT,Data Analyst,85000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-28,Winter,1
2023,FT,Data Engineer,151000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-07,Spring,2
2023,FT,Data Engineer,140000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-07,Summer,2
2023,FT,Data Scientist,275300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-02,Summer,3
2023,FT,Data Scientist,183500,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-10,Summer,3
2023,FT,Machine Learning Scientist,220000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-10-11,Autumn,4
2023,FT,Machine Learning Scientist,170000,USD,US,United States,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-04-15,Spring,2
2023,FT,Data Analyst,135000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-10-09,Autumn,4
2023,FT,Data Analyst,105500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-07-15,Summer,3
2023,FT,Data Analyst,100000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-11-11,Autumn,4
2023,FT,Data Analyst,80000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-20,Winter,1
2023,FT,Autonomous Vehicle Technician,7000,USD,GH,,,,"Communication, Python, SQL",General,2023-01-04,Winter,1
2023,FT,Applied Machine Learning Scientist,40000,EUR,DE,Germany,,,"Deep Learning, Python, Scikit-learn, TensorFlow",Technology,2023-04-17,Spring,2
2023,FT,Data Engineer,160000,USD,CA,Canada,,,"ETL, Python, SQL, Spark",Technology,2023-12-05,Winter,4
2023,FT,Data Engineer,145000,USD,CA,Canada,,,"ETL, Python, SQL, Spark",Technology,2023-10-06,Autumn,4
2023,FT,Data Analyst,154000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-06-22,Summer,2
2023,FT,Data Analyst,143000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-09-03,Autumn,3
2023,FT,Data Scientist,65000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-06,Summer,2
2023,FT,Data Scientist,42000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-28,Winter,4
2023,FT,Data Scientist,190000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-12,Winter,4
2023,FT,Data Scientist,120000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-10-18,Autumn,4
2023,FT,Data Scientist,70000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-02,Spring,1
2023,FT,Data Scientist,42000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-07-13,Summer,3
2023,FT,Data Scientist,90000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-28,Autumn,3
2023,FT,Data Scientist,60000,GBP,GB,United Kingdom,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-05,Winter,4
2023,FT,Data Engineer,150000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-13,Spring,2
2023,FT,Data Engineer,111000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-20,Summer,2
2023,FT,Data Engineer,265000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-04-17,Spring,2
2023,FT,Data Engineer,235000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-01-11,Winter,1
2023,FT,Data Scientist,112000,CHF,CH,Switzerland,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-14,Autumn,4
2022,FT,Data Scientist,70000,EUR,DE,Germany,,,"Machine Learning, Python, SQL, Statistics",Technology,2022-03-06,Spring,1
2023,FT,Data Engineer,160000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-08-18,Summer,3
2023,FT,Data Engineer,130000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-01-25,Winter,1
2023,FT,Data Engineer,75000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-02-22,Winter,1
2023,FT,Data Engineer,60400,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-05,Spring,2
2023,FT,Data Analyst,85000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-03-02,Spring,1
2023,FT,Data Analyst,75000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-02-21,Winter,1
2023,FT,Data Engineer,252000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-07-10,Summer,3
2023,FT,Data Engineer,129000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-01-14,Winter,1
2023,FT,Data Engineer,92700,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-16,Winter,4
2023,FT,Data Engineer,61800,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-10-04,Autumn,4
2022,FT,Lead Data Scientist,164000,EUR,IE,Ireland,,,"Machine Learning, Python, SQL, Statistics",Technology,2022-09-25,Autumn,3
2023,FT,Data Scientist,56000,EUR,DE,Germany,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-03,Autumn,4
2023,FT,Data Analyst,83500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-09-24,Autumn,3
2023,FT,Data Analyst,52500,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-12-15,Winter,4
2023,FT,Data Scientist,201036,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-02-16,Winter,1
2023,FT,Data Scientist,134024,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-09,Autumn,3
2023,FT,Data Analyst,165000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-11-23,Autumn,4
2023,FT,Data Analyst,140000,USD,US,United States,,,"Excel, Power BI, SQL, Tableau",Finance,2023-07-10,Summer,3
2023,FT,Data Engineer,62000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-08-12,Summer,3
2023,FT,Data Engineer,58000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-09,Summer,2
2023,FT,Data Scientist,172000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-08-14,Summer,3
2023,FT,Data Scientist,115000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-09-21,Autumn,3
2023,FT,Data Engineer,125000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-11-14,Autumn,4
2023,FT,Data Engineer,90000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-04-09,Spring,2
2023,FT,Data Engineer,163800,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-09-12,Autumn,3
2023,FT,Data Engineer,126000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-01-16,Winter,1
2023,FT,Data Scientist,237000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-07-23,Summer,3
2023,FT,Data Scientist,145000,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-01,Autumn,4
2023,FT,Data Engineer,90000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-07-20,Summer,3
2023,FT,Data Engineer,90000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-02-27,Winter,1
2023,FT,Data Engineer,139500,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-04,Summer,2
2023,FT,Data Engineer,109400,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-06-27,Summer,2
2023,FT,Data Scientist,258000,USD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-04-09,Spring,2
2023,FT,Data Scientist,190000,USD,CA,Canada,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-10,Spring,1
2023,FT,Data Engineer,145000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-27,Spring,2
2023,FT,Data Engineer,120000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-12-01,Winter,4
2023,FT,Data Engineer,205600,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-08-18,Summer,3
2023,FT,Data Engineer,105700,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-07,Spring,2
2023,FT,Data Engineer,252000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-10-22,Autumn,4
2023,FT,Data Engineer,129000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-16,Spring,2
2023,FT,Data Scientist,239748,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-03-27,Spring,1
2023,FT,Data Scientist,159832,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-11-09,Autumn,4
2023,FT,Data Scientist,186300,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-06-21,Summer,2
2023,FT,Data Scientist,102500,USD,US,United States,,,"Machine Learning, Python, SQL, Statistics",Technology,2023-12-25,Winter,4
2023,FT,Data Engineer,165000,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-05-27,Spring,2
2023,FT,Data Engineer,132300,USD,US,United States,,,"ETL, Python, SQL, Spark",Technology,2023-02-24,Winter,1
