work_year,salary,employment_type,industry,job_title,season,company_location,skills,quarter,posting_date
2023.0,75000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2023-09-01
2023.0,64200,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-01-24
2023.0,56100,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-12
2023.0,170000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2023-08-13
2023.0,130000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2023-08-17
2023.0,208450,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-04-11
2023.0,170550,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2023-09-27
2023.0,125000,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2023-02-12
2023.0,100000,FT,Technology,Machine Learning Engineer,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2023-10-06
2023.0,135000,FT,General,Data Manager,Spring,US,"Communication, Python, SQL",1.0,2023-03-27
2023.0,120000,FT,General,Data Manager,Summer,US,"Communication, Python, SQL",3.0,2023-07-26
2023.0,200000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-23
2023.0,170000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-10-05
2023.0,171250,FT,Technology,Data Scientist,Summer,IE,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-27
2023.0,113750,FT,Technology,Data Scientist,Autumn,IE,"Machine Learning, Python, SQL, Statistics",4.0,2023-10-16
2023.0,222200,FT,General,Applied Scientist,Spring,US,"Communication, Python, SQL",2.0,2023-04-12
2023.0,136000,FT,General,Applied Scientist,Autumn,US,"Communication, Python, SQL",4.0,2023-10-18
2023.0,260000,FT,General,Applied Scientist,Spring,US,"Communication, Python, SQL",1.0,2023-03-13
2023.0,136000,FT,General,Applied Scientist,Winter,US,"Communication, Python, SQL",4.0,2023-12-04
2023.0,153600,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-10-02
2023.0,100500,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-04-27
2023.0,205000,FT,General,Applied Scientist,Spring,US,"Communication, Python, SQL",2.0,2023-05-07
2023.0,184000,FT,General,Applied Scientist,Spring,US,"Communication, Python, SQL",2.0,2023-05-05
2023.0,115000,FT,Technology,Machine Learning Engineer,Autumn,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2023-11-10
2023.0,95000,FT,Technology,Machine Learning Engineer,Winter,CA,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2023-12-13
2023.0,182500,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-04-26
2023.0,121500,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2023-06-12
2023.0,203100,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-21
2023.0,114500,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-01
2023.0,60000,FT,Finance,Data Analyst,Summer,GB,"Excel, Power BI, SQL, Tableau",2.0,2023-06-17
2023.0,45000,FT,Finance,Data Analyst,Winter,GB,"Excel, Power BI, SQL, Tableau",1.0,2023-02-19
2023.0,252000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-06
2023.0,129000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-28
2023.0,92700,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-19
2023.0,61800,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-24
2023.0,160000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-28
2023.0,130000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-02-20
2023.0,258000,FT,Technology,Data Scientist,Autumn,CA,"Machine Learning, Python, SQL, Statistics",4.0,2023-10-13
2023.0,190000,FT,Technology,Data Scientist,Winter,CA,"Machine Learning, Python, SQL, Statistics",1.0,2023-02-04
2023.0,170000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-24
2023.0,135000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-10
2023.0,167500,FT,General,Data Architect,Winter,US,"Communication, Python, SQL",1.0,2023-02-06
2023.0,106500,FT,General,Data Architect,Winter,US,"Communication, Python, SQL",1.0,2023-02-26
2023.0,195000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-01-24
2023.0,160000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-11
2023.0,146000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-10
2023.0,75000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2023-09-19
2022.0,57000,FT,Technology,Data Engineer,Winter,NL,"ETL, Python, SQL, Spark",1.0,2022-02-02
2023.0,286000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-21
2023.0,207000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-10
2023.0,100000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2023-06-15
2023.0,80000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-10-25
2023.0,223250,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-20
2023.0,178600,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2023-09-22
2023.0,353200,FT,General,Director of Data Science,Summer,US,"Communication, Python, SQL",3.0,2023-08-23
2023.0,249300,FT,General,Director of Data Science,Summer,US,"Communication, Python, SQL",3.0,2023-08-01
2023.0,230000,FT,Technology,Machine Learning Scientist,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-05-01
2023.0,220000,FT,Technology,Machine Learning Scientist,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-06-28
2023.0,297300,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-27
2023.0,198200,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-19
2023.0,210000,FT,Healthcare,Research Scientist,Spring,US,"Data Analysis, Python, R, Statistics",1.0,2023-03-21
2023.0,151800,FT,Healthcare,Research Scientist,Autumn,US,"Data Analysis, Python, R, Statistics",4.0,2023-10-04
2023.0,200000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-04
2023.0,170000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-12-27
2023.0,317070,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-03
2023.0,170730,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-26
2023.0,128000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-17
2023.0,81500,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-03
2023.0,20000,FT,Finance,Business Data Analyst,Summer,ES,"Excel, Power BI, SQL, Tableau",3.0,2023-08-01
2023.0,108000,FT,Technology,AI Developer,Winter,UA,"Deep Learning, NLP, Neural Networks, Python",1.0,2023-02-25
2023.0,60000,FT,Technology,AI Developer,Winter,UA,"Deep Learning, NLP, Neural Networks, Python",1.0,2023-02-26
2023.0,134000,FT,General,MLOps Engineer,Winter,US,"Communication, Python, SQL",1.0,2023-01-03
2023.0,124000,FT,General,MLOps Engineer,Summer,US,"Communication, Python, SQL",2.0,2023-06-21
2023.0,171250,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-17
2023.0,113750,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-27
2023.0,165000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-18
2023.0,132300,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2023-09-01
2023.0,225000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-05-16
2023.0,175000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-07-02
2023.0,230000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-11-09
2023.0,124500,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-14
2023.0,247500,FT,Technology,Machine Learning Engineer,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2023-09-24
2023.0,172200,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2023-01-08
2023.0,175000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-05-03
2023.0,145000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-04
2023.0,148700,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-05-21
2023.0,125600,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-28
2023.0,145000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-01
2023.0,115000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-07-07
2023.0,200000,FT,Healthcare,Research Scientist,Winter,US,"Data Analysis, Python, R, Statistics",1.0,2023-02-21
2023.0,150000,FT,Healthcare,Research Scientist,Summer,US,"Data Analysis, Python, R, Statistics",3.0,2023-07-01
2023.0,160000,FT,General,Research Engineer,Winter,US,"Communication, Python, SQL",4.0,2023-12-27
2023.0,120000,FT,General,Research Engineer,Winter,US,"Communication, Python, SQL",1.0,2023-01-05
2023.0,185000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-01-18
2023.0,120250,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2023-03-17
2023.0,275300,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-02-19
2023.0,183000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-07
2023.0,170000,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",3.0,2023-09-11
2023.0,125000,FT,General,Data Architect,Winter,US,"Communication, Python, SQL",1.0,2023-01-19
2023.0,167500,FT,General,Data Architect,Autumn,US,"Communication, Python, SQL",4.0,2023-10-03
2023.0,106500,FT,General,Data Architect,Spring,US,"Communication, Python, SQL",2.0,2023-05-18
2023.0,250000,FT,Healthcare,Research Scientist,Autumn,US,"Data Analysis, Python, R, Statistics",3.0,2023-09-05
2023.0,200000,FT,Healthcare,Research Scientist,Spring,US,"Data Analysis, Python, R, Statistics",2.0,2023-05-08
2023.0,135000,FT,Technology,Machine Learning Engineer,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-05-22
2023.0,1500000,FT,Technology,AI Scientist,Summer,IL,"Deep Learning, NLP, Neural Networks, Python",2.0,2023-06-17
2023.0,216000,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2023-02-27
2023.0,184000,FT,Technology,Machine Learning Engineer,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-06-09
2023.0,180000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-07
2023.0,165000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-11-26
2023.0,185900,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-10
2023.0,129300,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-20
2023.0,145000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-11
2023.0,120000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-13
2023.0,143865,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-21
2023.0,115092,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-24
2023.0,130000,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2023-12-13
2023.0,90000,FT,Technology,Machine Learning Engineer,Winter,US,"Deep Learning, Python, Scikit-learn, TensorFlow",1.0,2023-02-13
2023.0,173000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-14
2023.0,132000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-09-11
2023.0,208049,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-05
2023.0,128500,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-04-11
2023.0,179820,FT,General,Analytics Engineer,Winter,US,"Communication, Python, SQL",1.0,2023-01-28
2023.0,143860,FT,General,Analytics Engineer,Spring,US,"Communication, Python, SQL",2.0,2023-04-12
2023.0,167500,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-02
2023.0,106500,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-07-02
2023.0,275300,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-28
2023.0,183500,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-26
2023.0,149600,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",1.0,2023-03-10
2023.0,102000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-10
2023.0,145000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-02-04
2023.0,100000,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-20
2023.0,190000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-11-06
2023.0,95000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2023-09-17
2023.0,153600,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-04-04
2023.0,106800,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-01-26
2023.0,90000,FT,Technology,Data Scientist,Autumn,IE,"Machine Learning, Python, SQL, Statistics",4.0,2023-10-04
2023.0,75000,FT,Technology,Data Scientist,Autumn,IE,"Machine Learning, Python, SQL, Statistics",3.0,2023-09-23
2023.0,128000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-28
2023.0,85000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-28
2023.0,151000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-07
2023.0,140000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-07
2023.0,275300,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-02
2023.0,183500,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-10
2023.0,220000,FT,Technology,Machine Learning Scientist,Autumn,US,"Deep Learning, Python, Scikit-learn, TensorFlow",4.0,2023-10-11
2023.0,170000,FT,Technology,Machine Learning Scientist,Spring,US,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-04-15
2023.0,135000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-10-09
2023.0,105500,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2023-07-15
2023.0,100000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-11-11
2023.0,80000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-20
2023.0,7000,FT,General,Autonomous Vehicle Technician,Winter,GH,"Communication, Python, SQL",1.0,2023-01-04
2023.0,40000,FT,Technology,Applied Machine Learning Scientist,Spring,DE,"Deep Learning, Python, Scikit-learn, TensorFlow",2.0,2023-04-17
2023.0,160000,FT,Technology,Data Engineer,Winter,CA,"ETL, Python, SQL, Spark",4.0,2023-12-05
2023.0,145000,FT,Technology,Data Engineer,Autumn,CA,"ETL, Python, SQL, Spark",4.0,2023-10-06
2023.0,154000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",2.0,2023-06-22
2023.0,143000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2023-09-03
2023.0,65000,FT,Technology,Data Scientist,Summer,GB,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-06
2023.0,42000,FT,Technology,Data Scientist,Winter,GB,"Machine Learning, Python, SQL, Statistics",4.0,2023-12-28
2023.0,190000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-12-12
2023.0,120000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-10-18
2023.0,70000,FT,Technology,Data Scientist,Spring,GB,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-02
2023.0,42000,FT,Technology,Data Scientist,Summer,GB,"Machine Learning, Python, SQL, Statistics",3.0,2023-07-13
2023.0,90000,FT,Technology,Data Scientist,Autumn,GB,"Machine Learning, Python, SQL, Statistics",3.0,2023-09-28
2023.0,60000,FT,Technology,Data Scientist,Winter,GB,"Machine Learning, Python, SQL, Statistics",4.0,2023-12-05
2023.0,150000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-13
2023.0,111000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-20
2023.0,265000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-17
2023.0,235000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-11
2023.0,112000,FT,Technology,Data Scientist,Autumn,CH,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-14
2022.0,70000,FT,Technology,Data Scientist,Spring,DE,"Machine Learning, Python, SQL, Statistics",1.0,2022-03-06
2023.0,160000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-18
2023.0,130000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-25
2023.0,75000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-02-22
2023.0,60400,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-05
2023.0,85000,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2023-03-02
2023.0,75000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",1.0,2023-02-21
2023.0,252000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-07-10
2023.0,129000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-14
2023.0,92700,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-16
2023.0,61800,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-04
2022.0,164000,FT,Technology,Lead Data Scientist,Autumn,IE,"Machine Learning, Python, SQL, Statistics",3.0,2022-09-25
2023.0,56000,FT,Technology,Data Scientist,Autumn,DE,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-03
2023.0,83500,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2023-09-24
2023.0,52500,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2023-12-15
2023.0,201036,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-02-16
2023.0,134024,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-09-09
2023.0,165000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-11-23
2023.0,140000,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2023-07-10
2023.0,62000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-12
2023.0,58000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-09
2023.0,172000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-08-14
2023.0,115000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-09-21
2023.0,125000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-11-14
2023.0,90000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-09
2023.0,163800,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",3.0,2023-09-12
2023.0,126000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-16
2023.0,237000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",3.0,2023-07-23
2023.0,145000,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-01
2023.0,90000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-07-20
2023.0,90000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-02-27
2023.0,139500,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-04
2023.0,109400,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",2.0,2023-06-27
2023.0,258000,FT,Technology,Data Scientist,Spring,CA,"Machine Learning, Python, SQL, Statistics",2.0,2023-04-09
2023.0,190000,FT,Technology,Data Scientist,Spring,CA,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-10
2023.0,145000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-27
2023.0,120000,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-01
2023.0,205600,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-18
2023.0,105700,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-07
2023.0,252000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-22
2023.0,129000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-16
2023.0,239748,FT,Technology,Data Scientist,Spring,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-03-27
2023.0,159832,FT,Technology,Data Scientist,Autumn,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-11-09
2023.0,186300,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-21
2023.0,102500,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",4.0,2023-12-25
2023.0,165000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-27
2023.0,132300,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-02-24
2023.0,190000,FT,Technology,Data Scientist,Summer,US,"Machine Learning, Python, SQL, Statistics",2.0,2023-06-26
2023.0,126000,FT,Technology,Data Scientist,Winter,US,"Machine Learning, Python, SQL, Statistics",1.0,2023-01-14
2023.0,149040,FT,General,Data Architect,Summer,US,"Communication, Python, SQL",2.0,2023-06-10
2023.0,113900,FT,General,Data Architect,Summer,US,"Communication, Python, SQL",3.0,2023-07-07
2023.0,153600,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-05-18
2023.0,106800,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-25
2023.0,172600,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",1.0,2023-01-07
2023.0,107900,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-16
2023.0,180180,FT,Finance,Data Analyst,Summer,US,"Excel, Power BI, SQL, Tableau",3.0,2023-07-13
2023.0,106020,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",1.0,2023-03-18
2023.0,376080,FT,General,Data Architect,Spring,US,"Communication, Python, SQL",2.0,2023-05-18
2023.0,213120,FT,General,Data Architect,Summer,US,"Communication, Python, SQL",3.0,2023-08-01
2023.0,153600,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-10-16
2023.0,100500,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2023-12-11
2023.0,206500,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",3.0,2023-09-09
2023.0,121600,FT,Finance,Data Analyst,Spring,US,"Excel, Power BI, SQL, Tableau",2.0,2023-05-16
2023.0,260000,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-10-21
2023.0,225000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-01
2023.0,194500,FT,Technology,Data Engineer,Autumn,US,"ETL, Python, SQL, Spark",4.0,2023-11-21
2023.0,115500,FT,Technology,Data Engineer,Winter,US,"ETL, Python, SQL, Spark",4.0,2023-12-17
2023.0,170000,FT,General,Cloud Database Engineer,Summer,US,"Communication, Python, SQL",3.0,2023-07-25
2023.0,90000,FT,Technology,Applied Machine Learning Scientist,Summer,US,"Deep Learning, Python, Scikit-learn, TensorFlow",3.0,2023-08-18
2023.0,95000,FT,Finance,Data Analyst,Winter,US,"Excel, Power BI, SQL, Tableau",4.0,2023-12-09
2023.0,70000,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-10-15
2023.0,275000,FT,Technology,Data Engineer,Summer,US,"ETL, Python, SQL, Spark",3.0,2023-08-12
2023.0,160000,FT,Technology,Data Engineer,Spring,US,"ETL, Python, SQL, Spark",2.0,2023-04-25
2023.0,115934,FT,Finance,Data Analyst,Autumn,US,"Excel, Power BI, SQL, Tableau",4.0,2023-11-06
